Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Product,Category,Region,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit
ORD-00356,2024-10-30,CUST-0163,Ishaan Patel,Corporate,Bookshelf,Furniture,South,Chennai,5,4376.76,0.15,25111.68,16794.79,8316.89
ORD-00357,2023-06-21,CUST-0212,Nikhil Rao,Consumer,Cap,Clothing,Central,Nagpur,3,374.79,0.0,1124.38,646.58,477.8
ORD-00358,2023-04-08,CUST-0053,Kabir Gupta,Corporate,Laptop,Electronics,South,Chennai,2,59804.73,0.1,107648.51,84779.19,22869.32
ORD-00359,2023-03-28,CUST-0080,Ananya Patel,Corporate,Smartphone,Electronics,East,Bhubaneswar,7,17313.73,0.0,121196.14,99025.07,22171.07
ORD-00360,2023-11-30,CUST-0183,Kabir Rao,Small Business,Pen Pack,Stationery,North,Delhi,8,99.34,0.3,695.41,420.63,274.78
ORD-00361,2024-10-08,CUST-0234,Nikhil Singh,Small Business,Pen Pack,Stationery,Central,Indore,7,100.47,0.2,759.55,458.81,300.74
ORD-00362,2024-02-27,CUST-0188,Arjun Sharma,Small Business,Office Chair,Furniture,West,Pune,5,6052.43,0.0,32683.14,19120.03,13563.11
ORD-00363,2024-12-05,CUST-0005,Vivaan Sharma,Consumer,Jacket,Clothing,West,Ahmedabad,8,3050.3,0.1,29648.88,15653.34,13995.54
ORD-00364,2023-07-13,CUST-0192,Neha Mehta,Corporate,Pen Pack,Stationery,North,Lucknow,7,107.64,0.1,678.15,398.33,279.82
ORD-00365,2024-03-08,CUST-0041,Pooja Verma,Consumer,Beverages,Groceries,South,Chennai,4,90.3,0.3,273.06,212.72,60.34
ORD-00366,2023-03-12,CUST-0097,Sara Reddy,Consumer,Cap,Clothing,East,Patna,3,324.56,0.0,973.69,550.19,423.5
ORD-00367,2023-06-05,CUST-0010,Neha Khan,Corporate,Desk Organizer,Stationery,South,Chennai,1,765.76,0.0,765.76,430.6,335.16
ORD-00368,2023-01-16,CUST-0078,Pooja Reddy,Corporate,Rice 5kg,Groceries,South,Bengaluru,8,424.55,0.1,3056.74,2117.91,938.83
ORD-00369,2023-02-27,CUST-0075,Meera Iyer,Small Business,Rice 5kg,Groceries,East,Kolkata,5,474.81,0.0,2374.04,1724.07,649.97
ORD-00370,2024-01-30,CUST-0128,Neha Iyer,Consumer,Sneakers,Clothing,North,Delhi,8,3038.18,0.0,26249.91,13568.84,12681.07
ORD-00371,2023-11-27,CUST-0160,Kabir Iyer,Consumer,Sofa,Furniture,West,Ahmedabad,3,22568.32,0.0,84631.21,57702.76,26928.45
ORD-00372,2024-11-13,CUST-0027,Aditi Mehta,Small Business,Snack Pack,Groceries,South,Chennai,4,164.2,0.0,886.67,655.37,231.3
ORD-00373,2023-01-10,CUST-0125,Kabir Patel,Small Business,Cap,Clothing,North,Chandigarh,1,355.68,0.2,284.54,155.72,128.82
ORD-00374,2024-12-03,CUST-0047,Ananya Patel,Small Business,Laptop,Electronics,South,Chennai,6,59739.34,0.3,338722.04,270815.26,67906.78
ORD-00375,2023-11-21,CUST-0120,Sara Patel,Consumer,Notebook Set,Stationery,South,Chennai,6,265.28,0.1,1790.61,1124.47,666.14
ORD-00376,2024-07-26,CUST-0225,Aarav Reddy,Consumer,Bookshelf,Furniture,North,Chandigarh,5,4235.9,0.1,20586.46,12550.96,8035.5
ORD-00377,2023-03-12,CUST-0083,Ananya Sharma,Corporate,Snack Pack,Groceries,Central,Indore,3,148.48,,311.81,213.88,97.93
ORD-00378,2024-09-27,CUST-0187,Meera Gupta,Small Business,Desk Organizer,Stationery,South,Bengaluru,4,674.9,0.0,2915.56,1804.72,1110.84
ORD-00379,2023-11-27,CUST-0145,Meera Iyer,Consumer,Desk Organizer,Stationery,Central,Bhopal,7,719.73,0.0,6297.61,3473.45,2824.16
ORD-00380,2024-05-12,CUST-0055,Aarav Nair,Corporate,Desk,Furniture,North,Delhi,4,8277.76,0.15,30395.92,20317.48,10078.44
ORD-00381,2023-08-15,CUST-0188,Arjun Sharma,Small Business,Whiteboard,Stationery,East,Kolkata,2,1444.19,0.0,2888.38,1787.01,1101.37
ORD-00382,2024-01-13,CUST-0213,Arjun Gupta,Small Business,Rice 5kg,Groceries,East,Bhubaneswar,1,479.13,0.05,491.59,356.0,135.59
ORD-00383,2023-08-25,CUST-0052,Ananya Patel,Corporate,Laptop,Electronics,Central,Bhopal,7,51584.06,0.15,306925.18,246912.94,60012.24
ORD-00384,2024-10-15,CUST-0055,Aarav Nair,Corporate,Whiteboard,Stationery,West,Ahmedabad,6,1655.84,0.2,10729.83,6650.66,4079.17
ORD-00385,2024-11-04,CUST-0173,Kabir Singh,Small Business,Dining Table,Furniture,West,Ahmedabad,3,15101.7,0.15,51987.61,33406.8,18580.81
ORD-00386,2023-11-28,CUST-0221,Rohan Verma,Corporate,Jacket,Clothing,West,Ahmedabad,4,2835.36,0.0,14176.81,7602.41,6574.4
ORD-00387,2023-02-05,CUST-0001,Ananya Sharma,Small Business,Sneakers,Clothing,West,Pune,5,3261.29,,13860.47,7066.89,6793.58
ORD-00388,2024-07-20,CUST-0142,Aditi Singh,Consumer,Desk,Furniture,East,Kolkata,3,8269.72,0.1,24114.49,15221.92,8892.57
ORD-00389,2023-04-05,CUST-0154,Kunal Sharma,Consumer,Pen Pack,Stationery,South,Chennai,7,101.38,0.0,709.67,445.75,263.92
ORD-00390,2023-02-08,CUST-0154,Kunal Sharma,Consumer,Sofa,Furniture,Central,Bhopal,7,20145.3,0.0,141017.1,99394.96,41622.14
ORD-00391,2024-10-11,CUST-0006,Kabir Reddy,Small Business,Beverages,Groceries,North,Delhi,7,81.97,0.15,658.46,430.59,227.87
ORD-00392,2024-04-01,CUST-0202,Kabir Verma,Corporate,Pen Pack,Stationery,South,Bengaluru,2,94.44,0.05,193.79,122.93,70.86
ORD-00393,2023-09-26,CUST-0205,Kabir Singh,Corporate,Spices Combo,Groceries,North,Lucknow,2,391.88,0.1,705.39,535.69,169.7
ORD-00394,2024-07-28,CUST-0101,Aditi Sharma,Small Business,Pen Pack,Stationery,West,Pune,4,94.85,0.05,389.25,246.48,142.77
ORD-00395,2023-12-23,CUST-0188,Arjun Sharma,Small Business,Smartphone,Electronics,West,Pune,4,17354.66,0.15,73757.3,59318.86,14438.44
ORD-00396,2024-03-27,CUST-0075,Meera Iyer,Small Business,Cap,Clothing,West,Ahmedabad,1,379.69,0.0,410.07,211.99,198.08
ORD-00397,2023-10-22,CUST-0076,Pooja Reddy,Small Business,Smartphone,Electronics,North,Delhi,1,17435.78,0.3,15256.3,10974.76,4281.54
ORD-00398,2024-07-15,CUST-0133,Ananya Verma,Small Business,Dining Table,Furniture,South,Bengaluru,8,15369.13,0.0,132789.25,89680.45,43108.8
ORD-00399,2023-10-18,CUST-0031,Vivaan Reddy,Consumer,Notebook Set,Stationery,East,Kolkata,4,264.46,0.15,13487.400000000001,643.52,480.43
ORD-00400,2023-04-21,CUST-0185,Meera Gupta,Small Business,Smartwatch,Electronics,East,Bhubaneswar,1,4313.25,0.2,3450.6,2630.38,820.22
ORD-00401,2023-07-10,CUST-0046,Aarav Patel,Small Business,Headphones,Electronics,West,Ahmedabad,4,2500.33,0.1,9001.17,7106.13,1895.04
ORD-00402,2023-06-10,CUST-0202,Kabir Verma,Corporate,Backpack,Stationery,East,Patna,1,1744.84,0.05,1657.6,965.79,691.81
ORD-00403,2024-02-01,CUST-0132,Neha Mehta,Consumer,Backpack,Stationery,North,Lucknow,1,1959.89,0.05,2010.85,1140.29,870.56
ORD-00404,2024-03-03,CUST-0117,Aditi Das,Small Business,Office Chair,Furniture,West,Ahmedabad,4,6594.77,0.1,25640.46,18234.72,7405.74
ORD-00405,2024-08-17,CUST-0071,Meera Nair,Consumer,Pen Pack,Stationery,South,Hyderabad,4,107.25,0.05,440.16,274.05,166.11
ORD-00406,2023-03-11,CUST-0163,Ishaan Patel,Corporate,Cooking Oil,Groceries,Central,Bhopal,2,299.78,0.3,419.7,325.13,94.57
ORD-00407,2023-06-05,CUST-0141,Diya Reddy,Consumer,Beverages,Groceries,East,Patna,4,82.92,0.0,331.69,216.19,115.5
ORD-00408,2023-08-25,CUST-0119,Aarav Patel,Small Business,Whiteboard,Stationery,Central,Bhopal,1,1554.96,0.2,1243.97,788.15,455.82
ORD-00409,2024-04-30,CUST-0252,Pooja Reddy,Corporate,Snack Pack,Groceries,South,Chennai,3,139.91,0.0,453.32,295.86,157.46
ORD-00410,2023-07-29,CUST-0104,Nikhil Verma,Small Business,Sneakers,Clothing,South,Hyderabad,2,2993.33,0.1,5387.99,3180.98,2207.01
ORD-00411,2024-09-14,CUST-0022,Rohan Das,Small Business,Cooking Oil,Groceries,West,Pune,7,334.09,0.1,2273.17,1673.18,599.99
ORD-00412,2024-04-12,CUST-0232,Ananya Nair,Consumer,Notebook Set,Stationery,Central,Bhopal,1,268.89,0.0,290.4,174.89,115.51
ORD-00413,2023-07-14,CUST-0026,Ishaan Nair,Small Business,Desk Organizer,Stationery,Central,Indore,5,691.54,0.05,3284.8,2078.76,1206.04
ORD-00414,2024-04-19,CUST-0073,Vivaan Reddy,Consumer,Cap,Clothing,North,Lucknow,8,321.33,0.15,2359.85,1197.5,1162.35
ORD-00415,2024-04-06,CUST-0166,Neha Khan,Corporate,Pen Pack,Stationery,West,Pune,1,93.58,0.15,85.9,55.63,30.27
ORD-00416,2023-05-07,CUST-0084,Kunal Verma,Consumer,Headphones,Electronics,East,Bhubaneswar,2,2307.08,0.1,4152.75,3326.0,826.75
ORD-00417,2023-02-14,CUST-0195,Rohan Mehta,Corporate,Whiteboard,Stationery,South,Chennai,3,1731.92,0.15,4416.4,2846.62,1569.78
ORD-00418,2023-11-13,CUST-0158,Kunal Singh,Small Business,Desk,Furniture,North,Chandigarh,8,8619.8,0.0,86198.05,51743.14,34454.91
ORD-00419,2024-05-25,CUST-0255,Kabir Verma,Consumer,Backpack,Stationery,North,Chandigarh,1,1838.87,0.1,1787.39,1016.21,771.18
ORD-00420,2023-09-08,CUST-0004,Ishaan Nair,Corporate,Beverages,Groceries,North,Lucknow,5,92.16,0.15,391.66,300.05,91.61
ORD-00421,2024-11-14,CUST-0017,Sara Patel,Small Business,Headphones,Electronics,North,Delhi,5,2415.56,0.0,16305.0,11570.83,4734.17
ORD-00422,2024-04-11,CUST-0091,Aditi Singh,Corporate,Cap,Clothing,Central,Indore,6,380.2,0.0,2463.72,1427.82,1035.9
ORD-00423,2024-04-27,CUST-0150,Kabir Singh,Corporate,Smartwatch,Electronics,Central,Bhopal,3,4159.82,0.3,9434.47,7026.88,2407.59
ORD-00424,2024-05-10,CUST-0045,Arjun Mehta,Corporate,Dining Table,Furniture,North,Delhi,5,14781.16,0.3,55872.79,34984.38,20888.41
ORD-00425,2024-06-16,CUST-0255,Kabir Verma,Consumer,Jeans,Clothing,Central,Indore,8,1497.75,0.0,12940.57,7663.44,5277.13
ORD-00426,2024-10-02,CUST-0239,Priya Mehta,Corporate,Office Chair,Furniture,North,Delhi,2,6808.71,0.0,18383.51,12665.2,5718.31
ORD-00427,2023-01-12,CUST-0109,Kunal Reddy,Corporate,Jacket,Clothing,Central,Indore,4,2906.41,0.05,11044.36,6426.95,4617.41
ORD-00428,2023-12-16,CUST-0171,Sara Singh,Small Business,T-Shirt,Clothing,North,Lucknow,7,626.93,0.15,4662.77,2800.52,1862.25
ORD-00429,2024-05-08,CUST-0070,Aarav Nair,Small Business,Sneakers,Clothing,West,Mumbai,3,3281.41,0.3,7442.23,4123.49,3318.74
ORD-00430,2024-07-22,CUST-0162,Kabir Khan,Corporate,Rice 5kg,Groceries,Central,Nagpur,1,423.74,0.2,366.11,254.73,111.38
ORD-00431,2024-01-20,CUST-0174,Kunal Das,Corporate,Laptop,Electronics,East,Kolkata,3,55780.8,0.1,162656.81,118939.72,43717.09
ORD-00432,2023-03-30,CUST-0212,Nikhil Rao,Consumer,Jacket,Clothing,North,Chandigarh,8,3011.15,0.05,22884.72,12465.53,10419.19
ORD-00433,2023-07-26,CUST-0020,Meera Iyer,Consumer,Jeans,Clothing,North,Chandigarh,2,1483.13,0.0,2966.26,1729.01,1237.25
ORD-00434,2023-05-27,CUST-0168,Kabir Singh,Small Business,Sneakers,Clothing,Central,Nagpur,2,3406.17,0.15,5790.49,3297.33,2493.16
ORD-00435,2023-11-15,CUST-0003,Diya Rao,Consumer,Beverages,Groceries,Central,Bhopal,1,93.37,0.15,99.2,76.74,22.46
ORD-00436,2024-10-16,CUST-0160,Kabir Iyer,Consumer,Tablet,Electronics,East,Kolkata,4,15426.82,0.0,83304.81,62204.08,21100.73
ORD-00437,2023-04-28,CUST-0141,Diya Reddy,Consumer,Headphones,Electronics,South,Bengaluru,1,2729.15,0.15,2319.78,1814.52,505.26
ORD-00438,2024-08-10,CUST-0146,Ananya Singh,Consumer,Jacket,Clothing,South,Hyderabad,4,2615.91,0.05,10735.71,6038.4,4697.31
ORD-00439,2023-04-19,CUST-0026,Ishaan Nair,Small Business,Office Chair,Furniture,West,Ahmedabad,7,5919.94,0.1,37295.62,23718.12,13577.5
ORD-00440,2023-07-22,CUST-0171,Sara Singh,Small Business,Spices Combo,Groceries,East,Patna,2,437.89,0.3,613.05,464.74,148.31
ORD-00441,2024-04-26,CUST-0239,Priya Mehta,Corporate,Rice 5kg,Groceries,West,Pune,4,490.27,0.0,2117.97,1635.07,482.9
ORD-00442,2024-05-14,CUST-0233,Sara Nair,Small Business,Cooking Oil,Groceries,East,Patna,1,292.18,0.0,315.56,220.45,95.11
ORD-00443,2024-02-20,CUST-0053,Kabir Gupta,Corporate,Cap,Clothing,Central,Bhopal,2,337.81,0.2,583.74,293.51,290.23
ORD-00444,2024-07-15,CUST-0125,Kabir Patel,Small Business,Desk Organizer,Stationery,South,Hyderabad,3,766.34,0.1,2234.66,1224.43,1010.23
ORD-00445,2023-06-27,CUST-0121,Diya Iyer,Consumer,Beverages,Groceries,Central,Nagpur,2,94.31,0.2,150.89,110.25,40.64
ORD-00446,2023-06-30,CUST-0228,Ananya Nair,Consumer,Snack Pack,Groceries,Central,Bhopal,5,163.68,0.0,818.38,600.81,217.57
ORD-00447,2023-04-03,CUST-0032,Kunal Singh,Corporate,Snack Pack,Groceries,West,Ahmedabad,4,159.51,,542.34,421.98,120.36
ORD-00448,2024-02-04,CUST-0150,Kabir Singh,Corporate,Desk,Furniture,West,Ahmedabad,8,8452.2,0.2,58421.61,40840.52,17581.09
ORD-00449,2024-09-18,CUST-0005,Vivaan Sharma,Consumer,Sneakers,Clothing,East,Kolkata,7,3422.49,0.3,18111.8,9551.44,8560.36
ORD-00450,2023-10-16,CUST-0057,Priya Iyer,Consumer,Smartphone,Electronics,Central,Nagpur,1,17046.87,0.2,17046.87,13536.33,3510.54
ORD-00451,2024-11-09,CUST-0109,Kunal Reddy,Corporate,Beverages,Groceries,West,Ahmedabad,3,89.55,0.0,362.67,264.02,98.65
ORD-00452,2023-05-18,CUST-0065,Kabir Rao,Corporate,Cooking Oil,Groceries,East,Bhubaneswar,1,292.59,0.0,292.59,195.67,96.92
ORD-00453,2024-04-11,CUST-0213,Arjun Gupta,Small Business,Office Chair,Furniture,South,Hyderabad,7,6660.22,0.1,45316.16,29510.97,15805.19
ORD-00454,2024-08-14,CUST-0004,Ishaan Nair,Corporate,Jeans,Clothing,South,Chennai,8,1604.04,0.0,13858.92,7945.79,5913.13
ORD-00455,2024-12-22,CUST-0248,Ishaan Iyer,Corporate,Backpack,Stationery,North,Delhi,6,1660.74,0.1,12106.79,7934.89,4171.9
ORD-00456,2024-06-19,CUST-0041,Pooja Verma,Consumer,Backpack,Stationery,West,Ahmedabad,2,1708.28,0.2,2951.91,1856.76,1095.15
ORD-00457,2023-12-18,CUST-0028,Meera Gupta,Corporate,Whiteboard,Stationery,East,Bhubaneswar,1,1590.04,0.15,1689.42,1095.97,593.45
ORD-00458,2024-12-12,CUST-0019,Ishaan Sharma,Small Business,Jacket,Clothing,East,Kolkata,5,2927.1,0.15,16794.26,8794.29,7999.97
ORD-00459,2023-10-21,CUST-0014,Rohan Sharma,Small Business,Notebook Set,Stationery,East,Bhubaneswar,8,229.13,0.15,1947.57,1069.65,877.92
ORD-00460,2023-04-25,CUST-0008,Neha Reddy,Corporate,Backpack,Stationery,East,Patna,3,1947.65,0.2,4674.35,2608.92,2065.43
ORD-00461,2023-12-18,CUST-0017,Sara Patel,Small Business,Jeans,Clothing,West,Mumbai,2,1640.2,0.15,3485.43,2083.36,1402.07
ORD-00462,2024-10-14,CUST-0226,Aarav Nair,Consumer,Beverages,Groceries,South,Hyderabad,3,84.8,0.2,274.74,211.34,63.4
ORD-00463,2024-05-02,CUST-0205,Kabir Singh,Corporate,Smartphone,Electronics,South,Chennai,5,17914.56,0.3,67717.03,57282.08,10434.95
ORD-00464,2023-01-13,CUST-0223,Vivaan Khan,Consumer,Beverages,Groceries,East,Kolkata,5,97.69,0.1,439.61,309.05,130.56
ORD-00465,2024-03-18,CUST-0182,Ishaan Das,Corporate,Smartphone,Electronics,Central,Indore,5,17405.88,0.05,89292.18,73859.04,15433.14
ORD-00466,2024-11-24,CUST-0173,Kabir Singh,Small Business,Cooking Oil,Groceries,Central,Bhopal,3,308.05,,1247.6,929.32,318.28
ORD-00467,2023-12-26,CUST-0229,Arjun Rao,Corporate,Tablet,Electronics,North,Lucknow,4,16720.8,0.05,79423.81,58147.79,21276.02
ORD-00468,2024-12-26,CUST-0063,Rohan Mehta,Small Business,Pen Pack,Stationery,Central,Indore,2,91.73,0.15,210.52,116.96,93.56
ORD-00469,2023-09-17,CUST-0095,Arjun Iyer,Corporate,Pen Pack,Stationery,North,Lucknow,5,99.34,0.0,496.7,306.29,190.41
ORD-00470,2023-10-11,CUST-0038,Rohan Rao,Small Business,Snack Pack,Groceries,East,Kolkata,1,146.48,0.05,173.95,137.67,36.28
ORD-00471,2024-09-16,CUST-0103,Ishaan Patel,Consumer,Sofa,Furniture,North,Chandigarh,7,20585.15,0.1,140061.33,83910.18,56151.15
ORD-00472,2023-04-16,CUST-0133,Ananya Verma,Small Business,Notebook Set,Stationery,West,Ahmedabad,1,228.65,0.15,194.35,121.92,72.43
ORD-00473,2023-09-30,CUST-0200,Diya Gupta,Consumer,Cooking Oil,Groceries,North,Delhi,3,332.8,0.1,898.57,656.63,241.94
ORD-00474,2024-07-07,CUST-0036,Arjun Gupta,Corporate,Beverages,Groceries,West,Pune,4,81.06,0.2,280.14,214.53,65.61
ORD-00475,2024-10-09,CUST-0029,Nikhil Iyer,Small Business,Jacket,Clothing,East,Patna,2,2724.6,0.3,5149.49,3093.31,2056.18
ORD-00476,2024-01-29,CUST-0021,Meera Verma,Corporate,Jeans,Clothing,South,Hyderabad,4,1439.66,0.1,5597.4,3322.68,2274.72
ORD-00477,2023-07-17,CUST-0019,Ishaan Sharma,Small Business,Smartwatch,Electronics,South,Bengaluru,1,4697.77,0.15,3993.1,2951.71,1041.39
ORD-00478,2023-02-07,CUST-0009,Rohan Sharma,Consumer,Sneakers,Clothing,Central,Nagpur,6,2915.87,0.3,12246.67,7033.4,5213.27
ORD-00479,2023-03-15,CUST-0120,Sara Patel,Consumer,Desk Organizer,Stationery,Central,Bhopal,1,732.96,0.1,659.67,407.98,251.69
ORD-00480,2024-10-09,CUST-0089,Ananya Sharma,Small Business,Laptop,Electronics,South,Bengaluru,1,59451.29,0.3,56181.47,46395.6,9785.87
ORD-00481,2024-09-01,CUST-0255,Kabir Verma,Consumer,Notebook Set,Stationery,North,Delhi,4,228.16,0.0,985.63,582.65,402.98
ORD-00482,2023-11-26,CUST-0071,Meera Nair,Consumer,Snack Pack,Groceries,North,Lucknow,4,157.93,0.15,671.19,451.7,219.49
ORD-00483,2024-03-25,CUST-0085,Kabir Reddy,Small Business,Cooking Oil,Groceries,East,Bhubaneswar,4,347.24,0.0,1500.09,1000.87,499.22
ORD-00484,2023-01-07,CUST-0042,Ananya Gupta,Small Business,Cooking Oil,Groceries,North,Chandigarh,1,299.48,0.0,299.48,224.54,74.94
ORD-00485,2024-06-19,CUST-0139,Meera Patel,Consumer,Cooking Oil,Groceries,South,Bengaluru,8,314.37,0.0,2716.16,1998.87,717.29
ORD-00486,2023-12-23,CUST-0155,Rohan Gupta,Small Business,Spices Combo,Groceries,North,Lucknow,7,360.37,0.0,3153.2,2130.41,1022.79
ORD-00487,2024-04-20,CUST-0113,Ananya Verma,Small Business,Backpack,Stationery,Central,Indore,4,1719.51,0.0,7428.3,4111.72,3316.58
ORD-00488,2023-02-25,CUST-0023,Priya Gupta,Corporate,Beverages,Groceries,South,Bengaluru,6,86.13,0.1,465.11,318.23,146.88
ORD-00489,2024-07-04,CUST-0027,Aditi Mehta,Small Business,Rice 5kg,Groceries,North,Lucknow,3,419.22,0.0,1358.29,975.05,383.24
ORD-00490,2023-07-23,CUST-0215,Aarav Verma,Small Business,Spices Combo,Groceries,Central,Nagpur,6,378.41,0.0,2270.43,1577.86,692.57
ORD-00491,2024-08-22,CUST-0242,Pooja Verma,Corporate,Sofa,Furniture,South,Bengaluru,8,20039.09,0.1,155823.99,94093.13,61730.86
ORD-00492,2024-10-09,CUST-0100,Pooja Mehta,Small Business,Snack Pack,Groceries,South,Chennai,6,164.27,0.0,1330.56,926.56,404.0
ORD-00493,2024-03-04,CUST-0235,Kabir Verma,Small Business,Jeans,Clothing,North,Chandigarh,3,1578.1,0.0,5113.05,3029.51,2083.54
ORD-00494,2023-03-30,CUST-0118,Sara Nair,Small Business,Pen Pack,Stationery,Central,Indore,7,107.14,0.1,674.98,434.33,240.65
ORD-00495,2023-09-10,CUST-0220,Nikhil Iyer,Corporate,Snack Pack,Groceries,North,Lucknow,4,144.82,0.15,492.38,334.83,157.55
ORD-00496,2024-04-26,CUST-0021,Meera Verma,Corporate,Notebook Set,Stationery,West,Mumbai,1,246.28,0.1,239.39,143.04,96.35
ORD-00497,2024-12-10,CUST-0007,Aarav Mehta,Consumer,Beverages,Groceries,South,Bengaluru,7,98.1,0.0,927.03,648.56,278.47
ORD-00498,2024-08-07,CUST-0236,Meera Verma,Small Business,Smartwatch,Electronics,East,Kolkata,1,4928.78,0.1,4790.77,3939.96,850.81
ORD-00499,2024-01-30,CUST-0037,Diya Reddy,Small Business,Sneakers,Clothing,North,Lucknow,6,3219.79,0.05,19821.02,10740.0,9081.02
ORD-00500,2024-09-27,CUST-0042,Ananya Gupta,Small Business,Whiteboard,Stationery,South,Hyderabad,6,1675.44,0.0,10856.87,6533.32,4323.55
ORD-00501,2024-09-25,CUST-0239,Priya Mehta,Corporate,Smartphone,Electronics,West,Pune,1,17516.06,0.0,18917.34,15192.8,3724.54
ORD-00502,2024-10-26,CUST-0059,Ishaan Verma,Small Business,Desk,Furniture,East,Kolkata,8,9427.28,0.3,71270.27,47067.99,24202.28
ORD-00503,2024-11-27,CUST-0258,Pooja Das,Consumer,Bookshelf,Furniture,East,Patna,7,4012.8,0.0,37920.98,24021.64,13899.34
ORD-00504,2024-04-07,CUST-0150,Kabir Singh,Corporate,Smartwatch,Electronics,Central,Indore,6,4769.91,0.2,24727.23,20478.4,4248.83
ORD-00505,2023-10-23,CUST-0092,Pooja Reddy,Corporate,Rice 5kg,Groceries,North,Chandigarh,2,414.84,0.05,985.25,654.34,330.91
ORD-00506,2024-11-29,CUST-0214,Aarav Singh,Small Business,Dining Table,Furniture,North,Chandigarh,3,14921.71,0.1,54389.65,34956.33,19433.32
ORD-00507,2024-02-26,CUST-0172,Aarav Iyer,Corporate,Smartphone,Electronics,South,Hyderabad,6,18560.74,0.3,84191.51,63388.11,20803.4
ORD-00508,2023-11-10,CUST-0068,Arjun Verma,Consumer,Desk Organizer,Stationery,West,Pune,3,740.5,0.0,2776.87,1660.87,1116.0
ORD-00509,2023-06-20,CUST-0234,Nikhil Singh,Small Business,Laptop,Electronics,East,Patna,3,57329.93,0.05,163390.31,119346.13,44044.18
ORD-00510,2023-11-21,CUST-0022,Rohan Das,Small Business,Desk,Furniture,South,Bengaluru,3,8893.6,0.05,31683.45,19294.73,12388.72
ORD-00511,2024-07-06,CUST-0230,Priya Gupta,Small Business,Jacket,Clothing,South,Chennai,3,2818.84,0.0,9133.04,5445.55,3687.49
ORD-00512,2024-07-13,CUST-0003,Diya Rao,Consumer,Sofa,Furniture,East,Kolkata,6,22647.87,0.05,139420.31,90150.34,49269.97
ORD-00513,2023-12-13,CUST-0227,Meera Gupta,Corporate,Pen Pack,Stationery,Central,Indore,2,104.63,0.0,261.58,145.63,115.95
ORD-00514,2023-04-05,CUST-0183,Kabir Rao,Small Business,Spices Combo,Groceries,South,Chennai,6,364.4,0.2,1749.13,1182.59,566.54
ORD-00515,2024-11-24,CUST-0229,Arjun Rao,Corporate,Jeans,Clothing,North,Delhi,2,1642.75,0.1,3991.89,2061.37,1930.52
ORD-00516,2024-01-14,CUST-0219,Arjun Khan,Corporate,Headphones,Electronics,West,Mumbai,7,2436.42,0.05,17498.34,13225.38,4272.96
ORD-00517,2024-03-01,CUST-0228,Ananya Nair,Consumer,Notebook Set,Stationery,South,Hyderabad,8,239.43,0.3,1448.08,908.47,539.61
ORD-00518,2023-05-28,CUST-0045,Arjun Mehta,Corporate,Cooking Oil,Groceries,Central,Indore,4,307.41,0.3,860.74,622.87,237.87
ORD-00519,2024-10-16,CUST-0210,Rohan Singh,Corporate,Desk Organizer,Stationery,North,Delhi,5,688.03,0.15,3947.58,2350.6,1596.98
ORD-00520,2023-02-13,CUST-0252,Pooja Reddy,Corporate,Desk,Furniture,West,Pune,5,9602.25,0.05,45610.7,29611.97,15998.73
ORD-00521,2023-05-08,CUST-0242,Pooja Verma,Corporate,Laptop,Electronics,East,Patna,5,54088.72,0.1,243399.26,205297.48,38101.78
ORD-00522,2024-08-18,CUST-0186,Aarav Verma,Corporate,Sneakers,Clothing,North,Lucknow,8,3241.97,0.3,19607.42,10261.94,9345.48
ORD-00523,2023-09-23,CUST-0009,Rohan Sharma,Consumer,Headphones,Electronics,Central,Indore,3,2540.83,0.0,7622.48,5731.12,1891.36
ORD-00524,2024-10-13,CUST-0215,Aarav Verma,Small Business,Office Chair,Furniture,East,Patna,6,5913.33,0.05,45503.07,29752.16,15750.91
ORD-00525,2023-11-20,CUST-0166,Neha Khan,Corporate,Office Chair,Furniture,Central,Bhopal,5,6202.9,0.2,31014.48,20918.8,10095.68
ORD-00526,2024-01-17,CUST-0145,Meera Iyer,Consumer,Office Chair,Furniture,South,Hyderabad,8,6385.59,0.0,55171.52,33009.91,22161.61
ORD-00527,2024-03-03,CUST-0059,Ishaan Verma,Small Business,Dining Table,Furniture,Central,Indore,8,16248.09,0.0,140383.53,97068.17,43315.36
ORD-00528,2023-06-26,CUST-0176,Pooja Rao,Consumer,Jacket,Clothing,South,Chennai,5,2536.11,0.3,8876.37,4509.6,4366.77
ORD-00529,2023-03-22,CUST-0067,,Small Business,Bookshelf,Furniture,South,Bengaluru,7,4360.29,0.3,21365.41,12809.07,8556.34
ORD-00530,2024-11-06,CUST-0017,Sara Patel,Small Business,Rice 5kg,Groceries,South,Bengaluru,1,447.22,,573.56,375.24,198.32
ORD-00531,2023-07-09,CUST-0103,Ishaan Patel,Consumer,Smartphone,Electronics,Central,Bhopal,6,16305.33,0.0,97832.0,81587.43,16244.57
ORD-00532,2024-06-01,CUST-0124,Kabir Rao,Corporate,Jacket,Clothing,South,Hyderabad,2,2575.5,0.15,4728.62,2737.67,1990.95
ORD-00533,2023-08-08,CUST-0051,Rohan Mehta,Consumer,Jeans,Clothing,Central,Bhopal,8,1459.94,0.15,9927.58,5116.32,4811.26
